name, shufersal, carfur, victory, wolt
מולר פרוטאין יוגורט200ג, 7.20, 7.50, 6.30, N/A
מולר פרוטאין יוגור.פירות, 7.20, 7.50, N/A, ['7.80']
ספיד סטיק גל 24/7 שחור, 21.90, N/A, 20.90, N/A
פלמוליב חלב ודבש 750 מ`ל, 24.90, N/A, 22.90, N/A
ליידי ס.ס אינפיוזן סגול, 22.50, N/A, 20.90, N/A
ליידי ספיד סטיק פרש אסנס, 22.50, N/A, 20.90, N/A
קפה פלטינום ברזילאי 200, 32.90, N/A, 30.90, ['37.90']
קברנה הר תבור 750 מ`ל, 39.90, 40.30, 39.90, ['41.90']
מרלו הר תבור 750 מ`ל, 39.90, N/A, 39.90, ['41.90']
שיראז הר תבור 750 מ`ל, 39.90, N/A, N/A, ['41.90']
שרדונה הר תבור 750 מ`ל, 39.90, 40.30, 39.90, ['41.90']
גוורצטרמינר הר תבור750מל, 39.90, N/A, N/A, ['41.90']
יין הר תבור לבן 750 מ`ל, 39.90, N/A, 39.90, N/A
כפפות ניטריל שחורותM 100, 24.90, N/A, 19.90, N/A
כפפות ניטריל שחורות L100, 24.90, N/A, 19.90, N/A
חומוס עם טחינה אחלה 400ג, 11.90, N/A, 10.90, ['13.50']
חומוס עם זעתר אחלה 400 ג, 11.90, N/A, 10.90, N/A
חומוס עם צנובר אחלה 400ג, 11.90, N/A, 10.90, N/A
חומוס עם חריף אחלה 400 ג, 11.90, 12.20, 10.90, ['13.50']
גמדים תות בננה 100*8 גרם, 20.60, 20.70, 19.90, N/A
טחינה אחלה 500 גרם, 17.50, N/A, 15.90, N/A
שוקולד מריר 70% תפוז100ג, 14.50, 17.90, 13.90, N/A
אפרופו איטליאנו 50 גרם, 5.50, 6.90, 4.90, ['6.50']
פודינג וניל צרפתי 80 גרם, 5.90, 5.90, 4.90, N/A
מיני דובונים 5*20 גרם, 17.50, N/A, 12.90, N/A
במבה חטיף בוטנים 200 גרם, 11.90, 11.90, 8.90, ['10.90']
דני וניל 125*8 גרם, 18.50, N/A, 17.90, N/A
סלט פלפלים קלויים 400 גר, 17.10, 17.10, 15.90, N/A
תפוצ`יפס שמנת בצל 200גרם, 11.30, 11.90, 10.90, ['13.50']
שוק.במילוי קרם נוגט100גר, 8.40, 9.90, 7.90, N/A
דני שלוק שוקולד 125*4גרם, 12.10, 12.20, 11.90, N/A
מארז מילקי ט.שוקולד170*8, 22.20, 22.20, 21, ['22.90']
שמנתלהקצפה 38% 250 גרם, 7.56, 7.56, 7.56, ['7.45']
סבון נקה7 ארומה לבן 750מ, 11.50, 11.00, 9.90, N/A
תחליב רח.נקה 7  ורוד 750, 11.50, 11.00, 9.90, N/A
סבון נקה7 ארומה לבנדר750, 11.50, 11.00, 9.90, N/A
תחליב רח.נקה 7 אלוורה750, 11.50, N/A, 9.90, N/A
תחליב רחצה נקה7 וניל 750, 11.50, 11.00, 9.90, N/A
שמן גזר ספריי200SPF15מ, 49.90, N/A, N/A, ['39.90']
מברשת דו צדדי יח, 27.90, N/A, N/A, ['18.50']
מברשת צלליות שטוחה יח, 27.90, N/A, N/A, ['18.50']
מברשת סומק יח, 39.90, N/A, N/A, ['25.50']
שמפו קרטין נטורל 400 מ`ל, 29.90, 30.50, 29.90, N/A
מרכך קרטין נטורל 400 מ`ל, 29.90, 30.50, N/A, N/A
דאו.נושם ללא אלומיניו200, 16.90, N/A, 10.90, N/A
סופטקר אל סבון עדין 1 ל`, 19.90, 19.20, 15.90, N/A
סופטקר אל סבון קלאסי 1 ל, 19.90, N/A, 15.90, N/A
סופטקר שמפו צהוב 1ליטר, 19.90, 19.20, 15.90, N/A
איילנר ג`ל, 56.50, N/A, N/A, ['40.50']
MULTI EFFECT קרם יום, 49.90, N/A, N/A, ['32.50']
קונסילר לכיסוי מלא 01 יח, 61.90, N/A, N/A, ['40.50']
קונסילר לכיסוי מלא 03, 61.90, N/A, N/A, ['40.50']
קורקטורל לכיסוי  כהויות, 61.90, N/A, N/A, ['40.50']
קונסילר לכיסוי מלא 05 יח, 61.90, N/A, N/A, ['40.50']
קרליין 10 מרכך מאצ`ה ומל, 13.90, 14.50, 12.90, N/A
מים מיסלריים שקופים400מל, 46.50, N/A, N/A, ['28.50']
מי פנים מיסלריים 400מ`ל, 46.50, N/A, N/A, ['28.50']
קפסולות קפה עוצמה9 50גרם, 18.70, 18.70, 16.90, ['21.50']
קפסולות מס` 10 50 גרם, 18.70, 18.70, 16.90, N/A
קפסולות מס` 7 50 גרם, 18.70, 18.70, 16.90, ['21.50']
תפוציפס 4*50 גרם, 12.30, 12.30, 11.90, N/A
שמנת לבישול 15% 250 מ`ל, 9.00, 9.00, 8.30, ['9.70']
כיף כף מגדים 45 גרם, 4.90, 4.90, 4.90, N/A
שוק.פרה ביסקויט מגדים100, 8.50, N/A, 7.90, ['9.90']
משקה אקטיביה אפרסק 250מל, 6.00, N/A, 5.60, N/A
שוקולד פרה קראנץ לבן 100, 8.50, 8.90, 7.90, N/A
חציל בטעם כבד 400 גרם, 17.10, 17.10, 15.90, N/A
טחינה לבנה 400 גרם, 17.10, 17.10, 15.90, N/A
סימפוניה שיפקה חריף200, 11.50, 11.50, 10.90, N/A
מילקי בטעם תות 170 מ`ל, 3.10, 3.40, 3.10, N/A
שמנת מתוקה להקצפה32% 250, 9.20, 9.50, 8.20, ['9.60']
סימפוניה בצל ירוק5% 200ג, 11.50, 11.50, 10.90, N/A
ספלנדיד מריר פ.יער100ג, 14.50, 17.90, 13.90, N/A
סבון פלמוליב שקדים 750 מ, 24.90, 24.50, N/A, N/A
ליידי ספיד סטיק פרס סטיק, 22.50, 25.50, 20.90, N/A
ס.סטיק סטיק ירוק רגולר85, 20.50, N/A, 20.90, N/A
ס.סטיק סטיק כחול אושן 85, 20.50, N/A, 20.90, N/A
חטיף FREE תמרים קשיו25*5, 19.50, N/A, 16.90, N/A
מיונז מאסטר שף 481 גרם, 13.20, 13.20, 12.90, ['14.50']
ממרח מופחת קלוריות521ג, 13.20, N/A, 12.90, N/A
חרדל דיזון צרפתי 370גרם, 12.90, 13.20, 11.90, N/A
חרדל דיז`ון גרגירים370ג, 12.90, 13.20, 11.90, N/A
קריספי טורטיה תירס 60 גר, 9.50, 9.90, 8.90, ['9.90']
במבה 10*25 גרם, 17.90, 17.90, 14.90, ['19.90']
שוק.ספלנדיד מריר85% 100ג, 14.50, 17.90, 13.90, ['19.50']
סחוג אדום חריף זהבי220ג, 14.10, N/A, 11.90, N/A
חומוס אחלה 400 גרם, 10.00, N/A, 9.90, ['12.20']
דנונה לשתיה תות בננה267ג, 6.00, N/A, 5.60, ['6.40']
סלט קולסלאו אחלה 500 גרם, 17.10, 17.10, 15.90, N/A
רביולי בטטה פרווה 400 גר, 21.90, 22.10, 20.90, ['21.90']
פריכיות תחתית שוק.מריר70, 10.50, 10.90, 8.90, N/A
קפסולות קרים קולומביה55ג, 17.50, N/A, N/A, ['17.50']
קפסולות קרי.קוסטה ריקה55, 17.50, N/A, N/A, ['17.50']
קפסולות קרים אלומיניום10, 17.50, N/A, N/A, ['17.50']
רבע לשבע גלילית אגוז160ג, 14.90, 14.90, 13.90, ['17.50']
סלט טורקי 400 גרם, 17.10, N/A, 15.90, N/A
שמנת לבישול 9% 250 מ`ל, 9.00, 9.00, 8.30, ['9.70']
סלט קוביות סלק 400 גרם, 17.10, 17.10, 15.90, N/A
תפוצ`יפס פופס טבעי 60גרם, 4.50, 4.90, 3.90, ['5.90']
שוקולית לאפיה 500 גרם, 21.50, N/A, 21.90, N/A
טעמי בייגלה 42 גרם, 4.90, 4.90, 4.90, N/A
פריכיות תחתית חלב 80גרם, 10.50, N/A, 8.90, ['11.50']
פריכיות אנרג`י שוק.חלב70, 10.50, N/A, 8.90, N/A
דוריטוס גריל 185 גרם, 9.50, 9.50, 8.90, ['12.50']
דוריטוס Dippas טבעי185ג, 9.50, N/A, 8.90, ['12.50']
מאגדת גומיגם 5יח, 32.90, N/A, 31.90, ['33.50']
עוגיות שוקולד צ`יפס180ג, 14.90, 14.90, 12.90, N/A
עוגיות חמוציות פיטנס180ג, 14.90, N/A, 12.90, N/A
לחמית חמישה דגנים 190גרם, 11.50, 11.00, 9.90, N/A
אפרופו קלאסי מארז 25*5גר, 15.90, 15.90, 12.90, N/A
חומוס עם טחינה צבר 400גר, 13.90, N/A, 11.90, ['16.90']
חומוס צנובר צבר 400 גרם, 13.90, N/A, 11.90, N/A
עוגת שוקו שוקוצ`יפס350ג, 14.90, 15.90, 11.90, N/A
בייגלה שטוחים שומשום300ג, 14.00, 13.90, 10.90, ['13.50']
בייגלה שטוחים מלח300גרם, 14.00, 13.90, 10.90, ['13.50']
עוגת סופלה טעם שוקולד340, 14.90, N/A, 11.90, N/A
חומוס צבר 400 גרם, 12.50, 12.90, 9.90, ['13.90']
חומוס מסעדה צבר 700גרם, 11.90, 13.90, 12.90, ['16.90']
לה קרמריה וניל איטלקי, 19.90, 23.90, 22.90, N/A
לה קרמריה צמחי ריבת, 19.90, N/A, 22.90, N/A
לה קרמריה פונש בננה, 19.90, 23.90, 22.90, N/A
לה קרמריה תותים, 19.90, 23.90, 22.90, N/A
לה קרמריהשוקו וניל פרווה, 19.90, 23.90, N/A, N/A
לה קרמריה שוקולד בלגי .1, 19.90, 23.90, 22.90, N/A
טחינה צבר מרובע 400 גרם, 15.50, 16.90, 11.90, ['17.50']
חציל על האש בטחינה400גר, 15.50, 16.90, N/A, ['17.90']
חציל במיונז מרובע 400גרם, 15.50, 16.90, 11.90, N/A
כרוב אדום מרובע צבר400ג, 15.50, 16.90, 11.90, ['17.50']
מטבוחה מרובע צבר 400 גרם, 15.50, N/A, 11.90, ['17.50']
עוגת שמרים שוקולד 350גרם, 19.90, 21.90, N/A, ['21.90']
מילקי קייק 34*8 גרם, 21.50, 21.90, 20.80, ['22.20']
חיוכים שוקולד 600 גרם, 20.90, 21.20, 17.90, N/A
חיוכים וניל 600 גרם, 20.90, 21.20, 17.90, N/A
טורטית וופל מצופה שוק40ג, 4.90, 4.90, 4.90, ['5.90']
רבע לשבע בוטנים 120 גרם, 14.90, N/A, 14.50, N/A
לאבנה 9% 500 גרם, 20.00, 20.70, 18.90, N/A
מילקי קייק 34 גרם, 3.60, N/A, 3.10, N/A
רוטב שמנת+פטריות 9% 200מ, 12.10, 12.20, 11.10, N/A
דוריטוס חמוץ חריף 185גרם, 9.50, 9.50, 8.90, ['11.90']
מיץ לימון 250 מ`ל, 9.90, 9.90, 7.90, ['11.90']
דנונה פירות יער 3% 150גר, 4.70, 4.90, 4, N/A
ציטוס גבינה 80 גרם, 5.30, 5.20, N/A, ['5.90']
מסטיק בזוקה צ`יקלט 66גרם, 11.50, 11.00, 9.90, N/A
מסטיק מרעננת מגדים 66גרם, 11.50, 11.00, 9.90, N/A
מסטיק ספירמינט צ`יקלט66ג, 11.50, 11.00, 9.90, N/A
ממולדה לבנה טעם תות 100, 8.40, N/A, 7.90, ['9.50']
חטיף טורטית שוקולד לבן40, 4.90, N/A, 4.90, N/A
חלב טבעי בקבוק3.6% 1ליטר, 9.60, N/A, N/A, ['9.70']
דנונה תות 3% 150*8גרם, 30.30, 30.50, 28.90, ['31.50']
ממרח אגוזי לוז+קקאו350גר, 15.90, 15.20, N/A, N/A
50מגבונים לניקוי כללי, 10.90, N/A, 10.90, N/A
תבניות אלומיניום לאפיהXL, 10.90, 9.00, N/A, N/A
תבניות אלומיניום לאפיהL, 10.90, 9.00, 8.90, ['10.90']
מגבוני נייר טואלט48*3יח, 16.50, 16.50, 14.90, N/A
מטליות ריצפז מלון מפנק10, 12.50, 12.20, 10.90, N/A
סנו גט לאמבט 750 מ`ל, 15.70, 15.20, 8.90, N/A
סנו גט למטבח 750 מ`ל, 13.70, 15.20, N/A, N/A
גל אוקסיגן בייבי 3 ל, 32.90, N/A, 27.90, N/A
גל לכביסה מעורבת 3ל, 32.90, 33.20, 31.90, ['34.90']
ספארק נוזל הברקה 700מל, 14.50, 16.50, 12.90, N/A
ספארק לימון+משאבה 1ל, 12.40, 12.40, 11.90, N/A
מרק עוף בשרי קנור 400ג, 25.90, 31.90, 24.90, N/A
מרק בטעם עוף קנור 400ג, 21.50, 21.90, 17.90, N/A
מרק בצל קנור 400 גרם, 25.90, N/A, 24.90, N/A
חטיף שוגי קורנפלקס 26*6ג, 16.90, 16.90, 15.90, ['17.90']
חטיף קוקומן שוקולד 21*6ג, 16.90, 16.90, 15.90, ['17.90']
חטיפי שוגי שוקולד 26*6ג, 16.90, N/A, 15.90, ['17.90']
מאגדת קורנטו וניל כשר לפ, 35.90, 38.50, N/A, N/A
קוקומן חום לבן 375ג תלמה, 24.90, 24.90, 21.90, ['27.90']
דגני בוקר שוגי 500ג תלמה, 25.90, N/A, 21.90, ['28.90']
קליק קורנפלקס ופצפוצים85, 8.50, 8.90, 8.90, N/A
שלגון שוקובו 85 גרם, 12.90, N/A, N/A, ['12.50']
מאגדת קרח מילון דובד750, 19.90, N/A, 19.90, N/A
פסטה צינורות 500 גרם, 6.50, 7.00, 5.90, ['7.90']
ביסלי גריל 4*55 גרם, 14.90, 14.90, 12.90, N/A
במבה מילוי קרם נוגט30*5ג, 15.90, 16.90, 13.90, N/A
פריכיות תחתית שוק.לבן70ג, 9.90, 10.90, 8.90, N/A
חלב מועשר3% בקבוק 1ליטר, 9.20, 9.70, 8.80, ['9.70']
חלב מועשר1% בקבוק 1ליטר, 9.70, N/A, 8.80, N/A
יוג.אקטיביה1.5% 8*150מ, 23.90, 23.70, 23.90, N/A
יוגורט יווני לבן6.5% 130, 4.00, 4.00, 3.70, ['4.10']
עד חצות אצבעות 125 גרם, 14.50, 15.90, 12.90, N/A
עד חצות עיגולים 225 גרם, 17.90, 19.90, 15.90, N/A
משקה אקטיביה תות1.2% 265, 6.00, N/A, 5.60, N/A
קוביות פפרמינט צנצנת 58ג, 11.50, 11.00, N/A, ['12.90']
מסטיק בזוקה קוביות צנצ58, 11.50, N/A, 9.90, N/A
קפסולות מס` 11 50 גרם, 18.70, N/A, 16.90, ['21.50']
מארז אקטימל תות 100*8מ`ל, 21.10, 21.20, 20.90, ['22.90']
אפיפיות ט.שוקולד ל.ג200ג, 9.90, N/A, 9.90, ['9.90']
סימפוניה שום שמיר5% 200ג, 11.50, 11.50, 10.90, ['11.90']
ופל מיני טורטית מארז390ג, 31.90, N/A, 26.90, N/A
קונפיטורת משמש 340 גרם, 15.90, 16.50, 13.90, N/A
אנרג`י מצופה טעמי 24*6ג, 14.50, N/A, 13.90, N/A
אנרגי תחתית פסק זמן33*6ג, 14.50, 14.50, 13.90, N/A
אנרג`י מצופה שוקולד28*6ג, 14.50, 14.50, 13.90, N/A
מעדן דיאט שוקולד מריר130, 3.70, 3.60, 3.50, N/A
מעדן דיאט שוקולד 130 גרם, 3.70, 3.60, 3.50, N/A
בפלות בטעם שוקולד 200גרם, 5.90, 7.90, 5.90, ['8.90']
בפלות בטעם לימון 200 גרם, 5.90, 7.90, 5.90, ['7.90']
מיקס חטיפ.מתוק.כשל`פ390ג, 31.90, 34.90, 26.90, N/A
בלונדי קרמל ומלח100ג, 10.90, N/A, 10.90, N/A
מסטיק קוביות ענבים צנצ58, 11.50, N/A, 9.90, N/A
קונפיטורת פירות יער340גר, 15.90, 16.50, 13.90, N/A
משקה פרו קפה יטבתה350מ, 8.10, 8.10, 7.30, ['8.20']
תרסיס שמן זית 150 מ`ל, 22.90, 19.90, 19.90, ['24.90']
קפסולות אספרסו ט.אגוז50ג, 18.70, 18.70, 17.90, N/A
מילקי קייק מיניס 144 גרם, 15.20, 15.60, 14.50, N/A
דנונה מתיקות מעודנת8*150, 21.50, 22.70, 21.90, ['23.50']
מטבוחה מרוקאית חריפה400ג, 17.10, N/A, 15.90, N/A
פלמוליב סב.אקווריום300מל, 13.50, N/A, 12.90, N/A
עגבניות קצוצות דק 400*3ג, 19.50, 20.20, 19.90, ['21.50']
עלי טורטיה קמח חיטה320ג, 10.90, N/A, 9.90, ['12.50']
ספיד סטיק ג`ל כוח הטבע, 20.90, N/A, 19.90, N/A
משחת שיניים ברבי 50 מ`ל, 13.90, 13.20, N/A, N/A
סבון פלמוליב קמומיל4*90, 18.90, N/A, 17.50, N/A
איטריות דקיקות 400 גרם, 6.30, 5.90, 5.50, ['6.90']
איטריות דקות 400 גרם, 6.30, 5.90, 5.50, ['6.90']
איטריות בינוניות 400 גרם, 6.30, N/A, 5.50, ['6.90']
קראנצ`וס גריל 55 גרם, 2.60, 3.70, 2.20, N/A
קראנצ`וס פלאפל 55 גרם, 2.60, N/A, 2.20, N/A
אבקת כביסה קולון 2.5 ק`ג, 23.90, 26.50, N/A, N/A
קפס.גל לכביסה28י קולון, 31.90, 34.50, 34.90, N/A
נייר טואלט פי 3 12גלילים, 33.90, 43.50, N/A, ['40.90']
ספארק לכלים קלאסי+משאבה, 12.40, 12.40, 11.90, N/A
מקסימה מרכך בלו 1 ליטר, 18.90, 19.10, 19.90, ['19.90']
מקסימה מרכך סופט סילק1ל, 18.90, 19.10, 19.90, ['19.90']
ריצפז פרש הום בית מלון2ל, 22.50, 22.50, 19.90, ['23.90']
מקסימה מרכך פלורל טאצ1ל, 18.90, N/A, 19.90, N/A
מרכך כביסה פלורל טאץ 4ל, 21.90, N/A, 19.90, N/A
סנובון נוזלי לוטוס750מל, 10.90, N/A, 8.90, N/A
מקסימה קפסולות פלורל40יח, 39.90, 40.50, 34.90, N/A
מקסימה קפסולות פרש 40יח, 39.90, 40.50, 34.90, N/A
סנופרש הום מלון מפנק350מ, 11.70, N/A, 11.40, N/A
ריצפז פרש הום ריח מרכך2ל, 22.50, 22.50, 19.90, N/A
מטלית הפלא 3 יחידות, 15.60, N/A, 14.90, N/A
מטליות לרצפה סנו סושי2יח, 19.90, 20.20, N/A, ['20.90']
כריות קרצוף לכלוך קשה9י, 12.50, 10.00, N/A, N/A
100שקיות אשפה-פחים קטנים, 20.90, 19.20, N/A, N/A
ספוג הפלא לנירוסטה 3יח, 12.50, 11.20, N/A, N/A
ממחטות אף סופט 5 * 100יח, 14.50, 14.20, N/A, N/A
כיף שמפו תמצית אצות 700מ, 12.90, 14.20, N/A, N/A
כיף שמפו למניעת קשקש700מ, 12.90, N/A, 12.90, N/A
שק.אשפה XXL עם ידיות25יח, 20.90, 21.20, 24.90, N/A
דפי נייר אפייה 100יח 38, 22.70, 22.70, 19.90, ['24.50']
קרמה ת.רחצה חימר 500מ`ל, 12.90, 13.50, N/A, N/A
דאו.קרמה קלאסי 150 מ`ל, 16.50, N/A, 12.90, N/A
קרם גוף קרמה מאסק 500 מל, 24.90, N/A, 21.90, N/A
קרם גוף שיאה ומורמור500מ, 26.90, 22.20, N/A, N/A
קרליין 10 שמפו חימר 700מ, 13.90, N/A, 12.90, N/A
קרליין 10 שמפו ארגן 700מ, 13.90, 14.50, 12.90, N/A
תחליב רחצה קרמה מאסק500מ, 12.90, 13.50, N/A, N/A
תחליב רחצה שמני הזנה 750, 11.50, N/A, 9.90, N/A
שמפו נקה 7 שמני הזנה 750, 11.90, N/A, 9.90, N/A
שמפו קרטין נטורל 400 מ`ל, 29.90, N/A, 29.90, N/A
דאו.קרמה רול און לבנדר75, 16.50, N/A, 12.90, N/A
דאו.קרמה ורד וניל 150מ`ל, 16.50, N/A, 12.90, N/A
תח.רחצה קרמה ורד וניל700, 17.50, 17.20, 16.90, N/A
ת.רחצה קלאסי נקה7 750מ`ל, 11.50, 11.00, N/A, N/A
כיף תחליב רחצה שקדים700מ, 11.50, N/A, 10.90, N/A
כיף תחליב רח.חלב ודבש700, 11.50, 11.50, 10.90, N/A
כיף תחליב רחצה לבנדר700מ, 11.50, 11.50, 10.90, N/A
כיף תחליב רחצה מאסק700מ, 11.50, 11.50, 10.90, N/A
כיף תחליב רח.אוקיינוס700, 11.50, 11.50, 10.90, N/A
כיף תחליב רחצה אפרסק700מ, 11.50, 11.50, 10.90, N/A
שמפו 10 לשיער רגיל 700מל, 13.90, 14.50, 12.90, N/A
שמפו 10 לשיער יבש 700 מל, 13.90, N/A, 12.90, N/A
מרכך 10 לשיער רגיל 700מל, 13.90, N/A, 12.90, N/A
מרכך 10 לשיער יבש 700 מל, 13.90, 14.50, 12.90, N/A
כיף שמפו לברק 7400מל, 12.90, 14.20, 12.90, N/A
כיף מרכך לברק 700מל, 12.90, 14.20, N/A, N/A
שמפו נקה7 שמן קייק750מל, 11.90, 12.20, N/A, N/A
שמפו נקה7 לחות 750מ`ל, 11.90, 12.20, N/A, N/A
מרכך נקה 7 לחות 750מ`ל, 11.90, 12.20, 10.90, N/A
כיף שמפו מועשר בשמן 700מ, 12.90, 14.20, 12.90, N/A
כיף מרכך מועשר בשמן700מל, 12.90, 14.20, 12.90, N/A
דאו. ספריי ביו סיקרט150מ, 16.90, N/A, 12.90, N/A
מסיר כתמים  לכביסה 750מל, 18.90, 18.20, N/A, ['21.50']
מטליות ריצפז אולטרה 10יח, 12.50, 12.20, 10.90, ['14.50']
ריצפז פרש הום אולטרה 2 ל, 22.50, 22.50, 19.90, N/A
קרמה ק.גוף ורד וניל500מל, 24.90, N/A, 21.90, N/A
תחליב רחצה כיף עדין 700מ, 11.50, 11.50, 10.90, N/A
כיף שמפו לשיער רגיל 700מ, 12.90, 14.20, 12.90, N/A
כיף מרכך לשיער רגיל700מל, 12.90, 14.20, 12.90, N/A
כיף ג`ל רח.בשמן קוקוס700, 11.50, 11.00, N/A, N/A
כיף שמפו אפרסק 700 מ`ל, 12.90, N/A, 12.90, N/A
כיף מרכך אפרסק 700מ`ל, 12.90, N/A, 12.90, N/A
תחליב רחצה קרמה קלאס700מ, 17.50, 17.20, 16.90, N/A
נוזל מרוכז שמן אורנים 1ל, 17.40, N/A, N/A, ['18.50']
נוזל מרוכז שמן הדרים 1לי, 17.40, N/A, 16.90, N/A
מגבונים בניחוח מרכך 3*50, 22.50, 20.50, N/A, N/A
סנו סושי מטלית חלומית3י, 14.90, 15.20, N/A, N/A
בייבי כיף שמפו אלדמע750מ, 16.50, N/A, N/A, ['18.90']
ג`אוול קצף ניקוי 1 ליטר, 18.90, 20.20, 19.90, ['20.90']
תמר מג`הול פרימיום אורגנ, 60.90, N/A, N/A, ['51.90']
כבד דג שיבוט מעושן 120 ג, 11.90, 11.90, 11.90, N/A
גב.גאודה מגורדת 28% 500ג, 24.90, 26.50, 24.90, ['26.90']
גבינת צ`דר בשלה 200 גרם, 21.90, N/A, 17.90, N/A
גבינת עיזים פרוסות 150גר, 24.20, N/A, N/A, ['25.90']
גבינת מוצרלה פרוסות150ג, 14.90, 15.20, N/A, ['16.20']
קדאיף שערות בצק 450 גרם, 23.90, 23.90, 21.90, ['24.90']
גבינת צדר בשלה פרוס150ג, 21.90, N/A, N/A, ['22.90']
גבינת שמנת 22% 200 גרם, 13.90, N/A, N/A, ['14.90']
תפוחונים מארז 22*4 גרם, 16.90, 16.20, 14.90, ['17.90']
קשקבל צאנק 150 גרם, 21.90, N/A, N/A, ['22.90']
איבריקו צ`אנק 150 גרם, 21.90, N/A, 19.90, N/A
נתחי טונה שמן קנולה160*4, 23.90, 24.20, N/A, ['24.90']
דפי אורז למילוי 300 גרם, 11.50, 11.00, N/A, ['11.90']
כנאפה קפוא 192 גרם, 15.90, N/A, 12.90, ['17.90']
גבינת פרמגאנו 150 גרם, 26.90, N/A, 25.90, N/A
מאפה בורקס מים תורכי 300, 16.90, N/A, N/A, ['17.90']
בולגרית קוביות13% 200ג, 17.90, N/A, N/A, ['18.90']
אורז פרסי דאווט 1 ק`ג, 12.50, 11.00, 9.90, ['12.50']
גבינת חלומי 23% 250 גרם, 23.90, 25.50, 15.90, ['26.90']
אטריות בטעם ירקות 85 גרם, 4.00, N/A, 3.90, ['5.90']
מנת השף אטריות טעם עוף85, 4.00, N/A, N/A, ['5.90']
רוטב טריאקי 300 מ`ל, 8.90, N/A, 7.90, N/A
חומוסטחינה צבר 400 גרם, 16.50, N/A, N/A, ['18.50']
פיטנס פריכיות שוק.חלב84ג, 16.90, N/A, 14.90, ['18.50']
